platform,text,link_count,emoji_count,hashtag_count,follower_ratio,duplicate_score,forward_count,urgent_words,rating,account_age_days,label
WhatsApp,Forward this message and win prize,1,1,2,0,0,52,3,0,0,1
SMS,"Win ₹50,000 now click here",2,2,2,0,0,44,3,0,0,1
SMS,"Win ₹50,000 now click here",0,5,2,0,0,11,6,0,0,1
WhatsApp,Family meeting at 6 PM,0,5,10,0,0,42,4,0,0,0
SMS,"Win ₹50,000 now click here",3,2,0,0,0,47,8,0,0,1
YouTube,Earn money fast click here,1,7,1,0,0,40,4,0,548,1
Website Review,Fake review buy now,1,4,2,0,0.81,41,2,5,80,1
Website Review,Best product ever highly recommended,1,5,3,0,0.18,18,4,1,765,0
Website Review,Fake review buy now,0,2,3,0,0.3,42,1,2,1951,1
Email,Your account suspended click link,2,0,0,0,0,30,6,0,0,1
Website Review,Fake review buy now,2,6,6,0,0.43,4,3,3,185,1
Instagram,Amazing photography,2,5,8,0.2,0,36,5,0,117,0
Website Review,Fake review buy now,3,7,10,0,0.3,10,0,2,694,1
YouTube,Very informative tutorial,1,4,5,0,0,44,5,0,728,0
Instagram,Amazing photography,0,3,11,2.85,0,23,4,0,1281,0
WhatsApp,Family meeting at 6 PM,2,0,0,0,0,26,5,0,0,0
WhatsApp,Family meeting at 6 PM,1,0,6,0,0,44,4,0,0,0
Instagram,Free followers now,1,5,22,1.16,0,31,5,0,541,1
SMS,OTP for login is 445566,0,0,7,0,0,45,4,0,0,0
Website Review,Best product ever highly recommended,2,5,6,0,0.99,29,2,5,1532,0
Website Review,Fake review buy now,0,5,6,0,0.36,44,0,2,1085,1
WhatsApp,Forward this message and win prize,4,2,0,0,0,72,6,0,0,1
Website Review,Fake review buy now,1,2,10,0,0.57,11,4,5,289,1
Instagram,Amazing photography,0,7,7,4.5,0,9,2,0,968,0
WhatsApp,Forward this message and win prize,2,3,1,0,0,26,7,0,0,1
Website Review,Fake review buy now,1,5,7,0,0.77,39,3,3,497,1
SMS,OTP for login is 445566,1,3,9,0,0,5,5,0,0,0
Email,Meeting scheduled tomorrow,0,2,6,0,0,21,4,0,0,0
YouTube,Earn money fast click here,1,5,7,0,0,40,0,0,1765,1
Instagram,Amazing photography,0,5,14,1.18,0,19,0,0,1645,0
Website Review,Fake review buy now,3,4,2,0,0.83,14,5,5,1640,1
SMS,"Win ₹50,000 now click here",0,1,8,0,0,37,5,0,0,1
Instagram,Amazing photography,0,2,5,0.13,0,25,2,0,423,0
WhatsApp,Family meeting at 6 PM,2,2,4,0,0,28,4,0,0,0
Email,Your account suspended click link,5,3,4,0,0,30,9,0,0,1
Email,Meeting scheduled tomorrow,0,2,10,0,0,35,4,0,0,0
Email,Your account suspended click link,5,0,3,0,0,8,6,0,0,1
SMS,OTP for login is 445566,0,3,2,0,0,29,3,0,0,0
YouTube,Very informative tutorial,0,6,1,0,0,40,3,0,782,0
Instagram,Amazing photography,0,6,9,4.04,0,12,2,0,993,0
Instagram,Free followers now,2,5,21,3.01,0,8,0,0,1825,1
Email,Meeting scheduled tomorrow,0,3,10,0,0,45,3,0,0,0
Email,Your account suspended click link,2,2,10,0,0,5,9,0,0,1
Instagram,Amazing photography,0,3,6,3.33,0,9,4,0,29,0
Email,Meeting scheduled tomorrow,1,5,9,0,0,46,4,0,0,0
Website Review,Fake review buy now,2,3,3,0,0.97,17,2,3,681,1
Email,Your account suspended click link,5,4,4,0,0,16,9,0,0,1
WhatsApp,Family meeting at 6 PM,0,4,10,0,0,28,3,0,0,0
WhatsApp,Forward this message and win prize,3,4,6,0,0,30,6,0,0,1
WhatsApp,Forward this message and win prize,4,3,1,0,0,44,6,0,0,1
WhatsApp,Forward this message and win prize,3,2,1,0,0,69,4,0,0,1
YouTube,Earn money fast click here,4,6,3,0,0,46,4,0,218,1
SMS,"Win ₹50,000 now click here",2,3,1,0,0,0,8,0,0,1
YouTube,Very informative tutorial,0,3,8,0,0,38,1,0,1824,0
Website Review,Fake review buy now,1,4,8,0,0.44,11,1,5,1752,1
Email,Meeting scheduled tomorrow,1,4,9,0,0,7,4,0,0,0
Website Review,Best product ever highly recommended,1,4,6,0,0.44,37,2,5,1045,0
Instagram,Amazing photography,0,2,15,1.49,0,37,3,0,398,0
Website Review,Fake review buy now,2,4,0,0,0.15,34,1,4,207,1
SMS,"Win ₹50,000 now click here",3,5,8,0,0,14,3,0,0,1
Website Review,Best product ever highly recommended,0,5,1,0,0.22,30,3,2,568,0
SMS,OTP for login is 445566,2,4,2,0,0,4,1,0,0,0
Email,Your account suspended click link,5,1,8,0,0,19,7,0,0,1
Website Review,Best product ever highly recommended,0,1,9,0,0.1,50,5,4,170,0
Instagram,Amazing photography,0,7,14,3.48,0,26,1,0,1676,0
Instagram,Amazing photography,0,4,10,1.13,0,34,2,0,271,0
Website Review,Best product ever highly recommended,0,4,5,0,0.24,40,2,2,313,0
Email,Your account suspended click link,2,2,8,0,0,34,5,0,0,1
SMS,OTP for login is 445566,1,0,2,0,0,5,4,0,0,0
SMS,OTP for login is 445566,2,3,5,0,0,38,2,0,0,0
Instagram,Free followers now,3,5,23,1.6,0,26,1,0,887,1
Email,Your account suspended click link,5,2,3,0,0,18,7,0,0,1
YouTube,Earn money fast click here,2,10,5,0,0,13,1,0,1395,1
Email,Your account suspended click link,5,5,5,0,0,39,6,0,0,1
YouTube,Earn money fast click here,2,8,3,0,0,37,4,0,1428,1
Website Review,Fake review buy now,1,5,2,0,0.81,8,4,5,779,1
Email,Your account suspended click link,4,0,5,0,0,28,7,0,0,1
Website Review,Best product ever highly recommended,2,6,5,0,0.22,38,5,3,1241,0
SMS,OTP for login is 445566,0,3,8,0,0,23,2,0,0,0
SMS,OTP for login is 445566,1,3,3,0,0,45,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,4,8,0,0,25,0,0,0,0
YouTube,Very informative tutorial,1,5,9,0,0,35,1,0,1836,0
YouTube,Earn money fast click here,2,7,2,0,0,18,2,0,1925,1
WhatsApp,Family meeting at 6 PM,1,4,5,0,0,32,0,0,0,0
SMS,"Win ₹50,000 now click here",3,1,6,0,0,29,3,0,0,1
SMS,OTP for login is 445566,0,3,5,0,0,10,2,0,0,0
Email,Meeting scheduled tomorrow,0,2,2,0,0,50,1,0,0,0
Instagram,Free followers now,2,7,28,1.78,0,15,2,0,654,1
Instagram,Free followers now,1,8,24,3.86,0,40,3,0,1682,1
WhatsApp,Family meeting at 6 PM,0,0,1,0,0,32,2,0,0,0
WhatsApp,Family meeting at 6 PM,0,4,9,0,0,25,0,0,0,0
WhatsApp,Forward this message and win prize,1,1,6,0,0,64,7,0,0,1
WhatsApp,Forward this message and win prize,4,3,5,0,0,69,3,0,0,1
WhatsApp,Forward this message and win prize,1,3,10,0,0,29,5,0,0,1
SMS,"Win ₹50,000 now click here",1,1,7,0,0,2,5,0,0,1
SMS,OTP for login is 445566,0,1,3,0,0,12,3,0,0,0
WhatsApp,Family meeting at 6 PM,0,5,2,0,0,21,0,0,0,0
Instagram,Free followers now,2,5,27,1.65,0,4,2,0,1878,1
Website Review,Fake review buy now,3,2,3,0,0.94,11,5,1,1213,1
Instagram,Free followers now,3,5,22,3.92,0,38,2,0,1254,1
Website Review,Fake review buy now,0,3,4,0,0.74,5,4,3,889,1
Instagram,Amazing photography,2,7,13,0.47,0,39,0,0,1326,0
YouTube,Very informative tutorial,0,3,9,0,0,5,2,0,1259,0
YouTube,Earn money fast click here,1,9,8,0,0,21,4,0,1184,1
YouTube,Very informative tutorial,0,1,0,0,0,42,2,0,1388,0
SMS,OTP for login is 445566,1,3,9,0,0,12,5,0,0,0
SMS,OTP for login is 445566,2,4,5,0,0,33,2,0,0,0
YouTube,Very informative tutorial,1,6,2,0,0,43,1,0,595,0
YouTube,Earn money fast click here,4,8,3,0,0,30,5,0,1552,1
Website Review,Best product ever highly recommended,0,6,1,0,0.16,43,0,5,1647,0
SMS,"Win ₹50,000 now click here",2,0,4,0,0,25,3,0,0,1
WhatsApp,Family meeting at 6 PM,2,4,2,0,0,5,1,0,0,0
YouTube,Very informative tutorial,0,5,0,0,0,38,5,0,1742,0
Website Review,Fake review buy now,0,7,8,0,0.37,18,4,3,1543,1
YouTube,Earn money fast click here,4,8,1,0,0,11,4,0,775,1
WhatsApp,Family meeting at 6 PM,2,0,5,0,0,49,2,0,0,0
YouTube,Earn money fast click here,3,6,8,0,0,20,1,0,1525,1
WhatsApp,Forward this message and win prize,2,4,6,0,0,59,7,0,0,1
Email,Your account suspended click link,2,3,0,0,0,48,10,0,0,1
Email,Your account suspended click link,4,4,9,0,0,3,10,0,0,1
Instagram,Amazing photography,2,5,6,1.63,0,6,5,0,1664,0
Instagram,Amazing photography,2,7,6,4.31,0,50,3,0,1144,0
Email,Meeting scheduled tomorrow,0,4,3,0,0,2,4,0,0,0
YouTube,Earn money fast click here,3,10,7,0,0,43,4,0,1246,1
YouTube,Very informative tutorial,1,4,9,0,0,27,3,0,1547,0
Instagram,Free followers now,3,4,23,3.88,0,2,2,0,270,1
Email,Meeting scheduled tomorrow,0,3,3,0,0,16,0,0,0,0
SMS,"Win ₹50,000 now click here",3,5,1,0,0,23,6,0,0,1
YouTube,Earn money fast click here,4,5,0,0,0,0,1,0,882,1
SMS,OTP for login is 445566,0,5,4,0,0,15,4,0,0,0
WhatsApp,Forward this message and win prize,3,4,5,0,0,62,3,0,0,1
Email,Meeting scheduled tomorrow,0,5,0,0,0,41,1,0,0,0
SMS,"Win ₹50,000 now click here",0,3,9,0,0,22,5,0,0,1
Website Review,Best product ever highly recommended,0,3,7,0,0.11,46,4,3,1554,0
WhatsApp,Forward this message and win prize,3,4,10,0,0,53,5,0,0,1
WhatsApp,Forward this message and win prize,3,5,8,0,0,68,3,0,0,1
Email,Meeting scheduled tomorrow,2,5,5,0,0,31,0,0,0,0
YouTube,Earn money fast click here,2,7,2,0,0,36,0,0,672,1
Email,Meeting scheduled tomorrow,0,4,1,0,0,17,0,0,0,0
SMS,"Win ₹50,000 now click here",3,0,6,0,0,10,3,0,0,1
WhatsApp,Forward this message and win prize,1,1,3,0,0,35,6,0,0,1
SMS,"Win ₹50,000 now click here",0,1,10,0,0,41,3,0,0,1
Instagram,Amazing photography,2,5,9,1.17,0,1,2,0,505,0
YouTube,Very informative tutorial,0,6,9,0,0,7,2,0,310,0
Instagram,Amazing photography,0,6,15,0.35,0,37,1,0,1178,0
Website Review,Fake review buy now,0,4,5,0,0.57,46,5,4,1158,1
YouTube,Earn money fast click here,1,8,3,0,0,48,4,0,1865,1
SMS,"Win ₹50,000 now click here",3,5,6,0,0,28,5,0,0,1
Email,Meeting scheduled tomorrow,1,3,8,0,0,28,3,0,0,0
Website Review,Fake review buy now,0,5,1,0,0.97,25,1,3,1171,1
SMS,"Win ₹50,000 now click here",1,0,6,0,0,6,6,0,0,1
Email,Your account suspended click link,5,3,2,0,0,4,6,0,0,1
Website Review,Best product ever highly recommended,0,2,6,0,0.76,27,1,5,849,0
Email,Meeting scheduled tomorrow,2,3,9,0,0,19,5,0,0,0
Instagram,Free followers now,0,7,28,2.97,0,0,5,0,301,1
Instagram,Free followers now,0,7,21,0.34,0,35,5,0,871,1
SMS,OTP for login is 445566,0,2,3,0,0,25,4,0,0,0
Instagram,Free followers now,0,9,29,2.64,0,5,2,0,1882,1
Instagram,Free followers now,3,6,22,1.02,0,27,0,0,138,1
SMS,"Win ₹50,000 now click here",2,5,2,0,0,40,5,0,0,1
Instagram,Free followers now,2,4,25,3,0,5,3,0,1328,1
YouTube,Earn money fast click here,1,6,4,0,0,1,2,0,1614,1
SMS,OTP for login is 445566,2,0,4,0,0,30,3,0,0,0
SMS,"Win ₹50,000 now click here",2,4,7,0,0,46,3,0,0,1
Email,Meeting scheduled tomorrow,1,0,8,0,0,37,3,0,0,0
SMS,OTP for login is 445566,1,5,0,0,0,27,3,0,0,0
WhatsApp,Forward this message and win prize,1,5,9,0,0,72,6,0,0,1
YouTube,Earn money fast click here,1,6,9,0,0,29,1,0,1393,1
Website Review,Fake review buy now,1,7,2,0,0.72,49,5,1,1341,1
WhatsApp,Family meeting at 6 PM,0,0,3,0,0,10,0,0,0,0
Email,Your account suspended click link,3,5,5,0,0,43,10,0,0,1
Instagram,Amazing photography,0,4,13,2.44,0,45,5,0,941,0
Instagram,Amazing photography,0,4,12,0.78,0,11,4,0,1388,0
Email,Your account suspended click link,5,0,0,0,0,41,8,0,0,1
SMS,OTP for login is 445566,0,1,6,0,0,10,0,0,0,0
Email,Meeting scheduled tomorrow,2,3,2,0,0,44,1,0,0,0
SMS,OTP for login is 445566,0,0,1,0,0,49,4,0,0,0
Email,Meeting scheduled tomorrow,0,4,4,0,0,15,5,0,0,0
YouTube,Earn money fast click here,2,10,3,0,0,45,4,0,1248,1
Website Review,Best product ever highly recommended,0,6,1,0,0.66,15,3,1,453,0
SMS,"Win ₹50,000 now click here",3,3,4,0,0,21,8,0,0,1
YouTube,Earn money fast click here,1,9,5,0,0,7,1,0,352,1
SMS,OTP for login is 445566,2,5,8,0,0,22,5,0,0,0
WhatsApp,Forward this message and win prize,2,5,9,0,0,36,7,0,0,1
Website Review,Best product ever highly recommended,0,1,4,0,0.19,24,0,1,584,0
WhatsApp,Family meeting at 6 PM,1,5,7,0,0,13,1,0,0,0
Email,Meeting scheduled tomorrow,0,5,8,0,0,49,1,0,0,0
SMS,"Win ₹50,000 now click here",1,3,5,0,0,26,7,0,0,1
Instagram,Amazing photography,0,7,9,3.03,0,50,1,0,486,0
SMS,OTP for login is 445566,0,1,2,0,0,41,4,0,0,0
Instagram,Amazing photography,1,3,9,4.32,0,12,4,0,1506,0
Instagram,Free followers now,1,8,25,4.43,0,46,3,0,1036,1
Instagram,Free followers now,3,4,24,1.99,0,44,5,0,507,1
Instagram,Free followers now,0,8,28,0.66,0,21,1,0,1634,1
Instagram,Free followers now,2,4,30,3.98,0,34,0,0,1368,1
WhatsApp,Forward this message and win prize,2,4,9,0,0,72,5,0,0,1
Instagram,Amazing photography,0,4,12,3.91,0,17,0,0,1868,0
Email,Meeting scheduled tomorrow,2,3,8,0,0,0,3,0,0,0
WhatsApp,Forward this message and win prize,4,2,7,0,0,48,7,0,0,1
WhatsApp,Family meeting at 6 PM,0,2,9,0,0,42,3,0,0,0
YouTube,Very informative tutorial,2,5,1,0,0,25,1,0,1065,0
WhatsApp,Family meeting at 6 PM,0,4,0,0,0,46,0,0,0,0
SMS,"Win ₹50,000 now click here",3,5,9,0,0,3,8,0,0,1
Email,Your account suspended click link,4,2,2,0,0,34,10,0,0,1
Email,Your account suspended click link,5,4,0,0,0,48,9,0,0,1
WhatsApp,Forward this message and win prize,4,3,8,0,0,66,6,0,0,1
Email,Meeting scheduled tomorrow,0,2,6,0,0,14,0,0,0,0
YouTube,Earn money fast click here,3,5,3,0,0,42,0,0,1464,1
WhatsApp,Family meeting at 6 PM,1,1,3,0,0,13,0,0,0,0
SMS,"Win ₹50,000 now click here",2,2,1,0,0,16,5,0,0,1
WhatsApp,Family meeting at 6 PM,0,3,2,0,0,3,2,0,0,0
SMS,OTP for login is 445566,2,3,4,0,0,24,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,5,5,0,0,10,5,0,0,0
Email,Your account suspended click link,5,4,0,0,0,10,10,0,0,1
WhatsApp,Forward this message and win prize,4,6,5,0,0,55,6,0,0,1
YouTube,Earn money fast click here,4,7,7,0,0,23,5,0,710,1
WhatsApp,Family meeting at 6 PM,0,4,6,0,0,50,5,0,0,0
Email,Your account suspended click link,3,2,2,0,0,30,5,0,0,1
SMS,OTP for login is 445566,0,0,10,0,0,20,5,0,0,0
Instagram,Free followers now,1,6,29,0.68,0,28,3,0,1520,1
Website Review,Fake review buy now,0,6,8,0,0.81,5,1,5,1046,1
YouTube,Very informative tutorial,0,4,9,0,0,36,1,0,1043,0
YouTube,Earn money fast click here,1,10,10,0,0,44,0,0,1682,1
Email,Your account suspended click link,5,2,7,0,0,17,6,0,0,1
WhatsApp,Forward this message and win prize,3,4,2,0,0,39,5,0,0,1
WhatsApp,Forward this message and win prize,1,1,7,0,0,58,7,0,0,1
Instagram,Amazing photography,2,3,10,3.47,0,31,0,0,1786,0
Email,Meeting scheduled tomorrow,1,5,2,0,0,23,1,0,0,0
WhatsApp,Family meeting at 6 PM,0,4,8,0,0,5,0,0,0,0
Website Review,Best product ever highly recommended,2,3,7,0,0.42,29,2,2,1126,0
Website Review,Best product ever highly recommended,0,2,0,0,0.16,25,0,1,1359,0
WhatsApp,Family meeting at 6 PM,2,0,6,0,0,25,4,0,0,0
Website Review,Fake review buy now,0,7,6,0,0.64,43,0,4,1651,1
YouTube,Very informative tutorial,0,1,2,0,0,3,2,0,1126,0
Website Review,Fake review buy now,0,4,7,0,0.32,30,4,4,1664,1
Instagram,Amazing photography,0,3,11,1.36,0,1,0,0,1422,0
WhatsApp,Family meeting at 6 PM,0,2,2,0,0,46,0,0,0,0
WhatsApp,Family meeting at 6 PM,0,3,10,0,0,8,3,0,0,0
YouTube,Earn money fast click here,2,8,6,0,0,2,2,0,582,1
WhatsApp,Forward this message and win prize,1,5,0,0,0,70,6,0,0,1
Website Review,Fake review buy now,2,5,8,0,0.41,36,3,5,1836,1
Website Review,Fake review buy now,2,5,2,0,0.27,22,4,1,760,1
YouTube,Earn money fast click here,1,6,4,0,0,49,1,0,1377,1
YouTube,Earn money fast click here,2,10,1,0,0,18,2,0,1029,1
SMS,"Win ₹50,000 now click here",0,0,4,0,0,12,3,0,0,1
WhatsApp,Family meeting at 6 PM,2,5,10,0,0,40,3,0,0,0
Website Review,Best product ever highly recommended,2,5,6,0,0.53,11,2,2,701,0
Website Review,Fake review buy now,2,4,0,0,0.45,14,2,5,1027,1
YouTube,Very informative tutorial,2,6,9,0,0,44,4,0,1380,0
Email,Meeting scheduled tomorrow,0,2,1,0,0,38,1,0,0,0
Website Review,Fake review buy now,0,7,4,0,0.97,22,4,5,540,1
YouTube,Very informative tutorial,0,3,7,0,0,44,5,0,927,0
SMS,OTP for login is 445566,0,0,9,0,0,20,1,0,0,0
WhatsApp,Forward this message and win prize,3,6,5,0,0,55,6,0,0,1
Instagram,Free followers now,2,9,29,0.12,0,14,2,0,1169,1
SMS,"Win ₹50,000 now click here",1,5,6,0,0,9,7,0,0,1
YouTube,Very informative tutorial,0,2,3,0,0,6,5,0,291,0
Email,Your account suspended click link,5,3,9,0,0,16,6,0,0,1
Email,Meeting scheduled tomorrow,1,3,7,0,0,41,2,0,0,0
SMS,"Win ₹50,000 now click here",2,1,6,0,0,41,4,0,0,1
SMS,"Win ₹50,000 now click here",2,2,8,0,0,44,6,0,0,1
Instagram,Free followers now,3,5,27,4.7,0,16,2,0,1831,1
YouTube,Earn money fast click here,1,6,7,0,0,6,5,0,424,1
SMS,"Win ₹50,000 now click here",0,4,1,0,0,20,3,0,0,1
Instagram,Free followers now,2,4,21,0.95,0,8,3,0,415,1
Website Review,Fake review buy now,1,4,2,0,0.11,0,2,5,221,1
SMS,"Win ₹50,000 now click here",2,1,3,0,0,0,3,0,0,1
WhatsApp,Family meeting at 6 PM,0,4,3,0,0,12,2,0,0,0
WhatsApp,Family meeting at 6 PM,1,5,10,0,0,1,3,0,0,0
Website Review,Fake review buy now,2,3,1,0,0.45,39,0,5,669,1
YouTube,Very informative tutorial,0,3,2,0,0,41,4,0,425,0
Instagram,Free followers now,2,7,20,2.72,0,15,2,0,1230,1
Website Review,Best product ever highly recommended,0,2,6,0,0.39,1,3,1,767,0
Email,Your account suspended click link,5,0,1,0,0,49,8,0,0,1
YouTube,Very informative tutorial,0,2,8,0,0,14,1,0,1069,0
Website Review,Fake review buy now,1,4,2,0,0.91,50,1,3,21,1
SMS,"Win ₹50,000 now click here",2,5,2,0,0,8,3,0,0,1
YouTube,Very informative tutorial,2,2,3,0,0,15,4,0,149,0
WhatsApp,Family meeting at 6 PM,0,2,2,0,0,35,1,0,0,0
Instagram,Free followers now,1,7,22,1.8,0,15,1,0,1443,1
WhatsApp,Forward this message and win prize,4,4,6,0,0,51,2,0,0,1
Email,Your account suspended click link,2,0,9,0,0,12,8,0,0,1
YouTube,Earn money fast click here,3,7,6,0,0,45,2,0,7,1
YouTube,Very informative tutorial,0,4,0,0,0,39,4,0,1501,0
YouTube,Very informative tutorial,1,3,1,0,0,41,4,0,176,0
WhatsApp,Forward this message and win prize,3,5,7,0,0,39,6,0,0,1
SMS,"Win ₹50,000 now click here",0,5,5,0,0,12,7,0,0,1
Email,Your account suspended click link,2,2,9,0,0,32,7,0,0,1
SMS,"Win ₹50,000 now click here",2,4,3,0,0,30,4,0,0,1
Instagram,Free followers now,3,7,24,4.24,0,39,4,0,1482,1
SMS,"Win ₹50,000 now click here",3,2,0,0,0,35,4,0,0,1
SMS,"Win ₹50,000 now click here",0,3,6,0,0,13,4,0,0,1
SMS,OTP for login is 445566,0,5,9,0,0,14,5,0,0,0
Email,Meeting scheduled tomorrow,0,2,3,0,0,49,1,0,0,0
Instagram,Free followers now,2,9,21,1.33,0,18,3,0,179,1
Instagram,Amazing photography,0,3,8,2.25,0,27,3,0,900,0
SMS,"Win ₹50,000 now click here",0,3,4,0,0,25,4,0,0,1
Instagram,Amazing photography,0,4,11,1.15,0,27,0,0,1074,0
SMS,"Win ₹50,000 now click here",1,0,10,0,0,33,5,0,0,1
YouTube,Earn money fast click here,4,9,8,0,0,47,2,0,403,1
YouTube,Earn money fast click here,2,7,9,0,0,1,2,0,1831,1
SMS,OTP for login is 445566,2,5,10,0,0,3,3,0,0,0
Instagram,Amazing photography,0,5,15,2.88,0,47,3,0,1960,0
YouTube,Very informative tutorial,2,4,4,0,0,3,2,0,645,0
YouTube,Earn money fast click here,4,5,9,0,0,47,5,0,1748,1
Instagram,Free followers now,2,4,27,1.5,0,20,5,0,367,1
Instagram,Amazing photography,0,3,8,4.57,0,23,1,0,812,0
SMS,"Win ₹50,000 now click here",3,2,6,0,0,42,5,0,0,1
WhatsApp,Family meeting at 6 PM,2,3,2,0,0,29,3,0,0,0
WhatsApp,Family meeting at 6 PM,0,5,5,0,0,12,3,0,0,0
WhatsApp,Forward this message and win prize,2,1,4,0,0,60,6,0,0,1
Instagram,Amazing photography,2,4,15,0.72,0,40,1,0,516,0
Email,Your account suspended click link,4,3,5,0,0,4,6,0,0,1
SMS,OTP for login is 445566,0,4,3,0,0,1,5,0,0,0
Email,Your account suspended click link,3,1,3,0,0,12,6,0,0,1
SMS,"Win ₹50,000 now click here",3,2,10,0,0,37,7,0,0,1
YouTube,Earn money fast click here,1,10,3,0,0,6,5,0,478,1
Email,Your account suspended click link,5,5,7,0,0,20,7,0,0,1
SMS,OTP for login is 445566,1,2,5,0,0,23,4,0,0,0
Website Review,Fake review buy now,1,4,1,0,0.43,28,1,2,68,1
YouTube,Very informative tutorial,0,6,0,0,0,43,4,0,1757,0
WhatsApp,Family meeting at 6 PM,0,4,7,0,0,37,2,0,0,0
Email,Meeting scheduled tomorrow,2,2,10,0,0,32,0,0,0,0
YouTube,Earn money fast click here,2,7,2,0,0,46,4,0,1380,1
Email,Your account suspended click link,5,3,4,0,0,13,8,0,0,1
Instagram,Free followers now,0,8,26,2.8,0,32,3,0,712,1
SMS,"Win ₹50,000 now click here",2,2,2,0,0,18,4,0,0,1
WhatsApp,Family meeting at 6 PM,0,1,9,0,0,37,4,0,0,0
Email,Your account suspended click link,3,2,7,0,0,25,8,0,0,1
SMS,"Win ₹50,000 now click here",1,5,7,0,0,42,8,0,0,1
Instagram,Free followers now,2,9,20,2.84,0,17,3,0,1087,1
WhatsApp,Forward this message and win prize,2,6,6,0,0,27,2,0,0,1
Instagram,Free followers now,2,5,26,1.38,0,10,1,0,263,1
WhatsApp,Forward this message and win prize,1,3,1,0,0,64,6,0,0,1
Email,Your account suspended click link,4,3,1,0,0,27,5,0,0,1
YouTube,Earn money fast click here,3,9,8,0,0,47,1,0,781,1
Website Review,Best product ever highly recommended,1,1,8,0,0.53,5,2,1,807,0
Instagram,Free followers now,2,5,30,3.49,0,46,1,0,445,1
YouTube,Earn money fast click here,2,7,0,0,0,36,3,0,1133,1
Website Review,Fake review buy now,2,3,5,0,0.75,20,4,4,1666,1
YouTube,Very informative tutorial,1,2,8,0,0,37,5,0,1571,0
Instagram,Amazing photography,0,7,13,3.93,0,33,2,0,1108,0
Website Review,Best product ever highly recommended,1,2,0,0,0.93,32,4,3,1098,0
Email,Meeting scheduled tomorrow,1,2,7,0,0,43,4,0,0,0
Email,Meeting scheduled tomorrow,0,1,6,0,0,38,5,0,0,0
Instagram,Amazing photography,0,7,10,1.24,0,47,5,0,571,0
SMS,OTP for login is 445566,2,5,0,0,0,49,5,0,0,0
Email,Your account suspended click link,4,5,1,0,0,1,10,0,0,1
WhatsApp,Forward this message and win prize,4,2,1,0,0,33,6,0,0,1
Website Review,Best product ever highly recommended,1,1,4,0,0.32,17,2,3,1967,0
Email,Your account suspended click link,3,2,7,0,0,17,6,0,0,1
Email,Meeting scheduled tomorrow,1,3,3,0,0,16,2,0,0,0
Instagram,Free followers now,2,9,25,4.15,0,11,2,0,1333,1
WhatsApp,Family meeting at 6 PM,1,3,10,0,0,35,1,0,0,0
Email,Your account suspended click link,3,4,7,0,0,36,6,0,0,1
WhatsApp,Forward this message and win prize,2,3,8,0,0,53,2,0,0,1
WhatsApp,Forward this message and win prize,1,4,5,0,0,60,5,0,0,1
WhatsApp,Family meeting at 6 PM,2,2,5,0,0,18,0,0,0,0
Email,Meeting scheduled tomorrow,2,2,6,0,0,22,2,0,0,0
YouTube,Earn money fast click here,3,6,5,0,0,40,3,0,1680,1
Email,Meeting scheduled tomorrow,1,3,9,0,0,44,1,0,0,0
WhatsApp,Forward this message and win prize,2,1,8,0,0,61,6,0,0,1
SMS,"Win ₹50,000 now click here",0,0,1,0,0,20,6,0,0,1
SMS,OTP for login is 445566,1,0,7,0,0,3,3,0,0,0
Website Review,Fake review buy now,0,4,5,0,0.32,9,1,5,673,1
WhatsApp,Forward this message and win prize,4,4,5,0,0,30,4,0,0,1
SMS,"Win ₹50,000 now click here",3,4,5,0,0,13,4,0,0,1
SMS,"Win ₹50,000 now click here",1,2,4,0,0,41,8,0,0,1
Website Review,Best product ever highly recommended,0,4,10,0,0.41,19,2,3,168,0
WhatsApp,Family meeting at 6 PM,0,1,8,0,0,8,5,0,0,0
Website Review,Fake review buy now,2,5,6,0,0.3,34,0,3,1901,1
YouTube,Earn money fast click here,3,6,2,0,0,9,5,0,1106,1
Website Review,Fake review buy now,2,4,9,0,0.6,44,1,5,423,1
Email,Your account suspended click link,4,3,8,0,0,28,7,0,0,1
SMS,OTP for login is 445566,0,1,1,0,0,28,0,0,0,0
SMS,OTP for login is 445566,2,0,10,0,0,28,4,0,0,0
SMS,"Win ₹50,000 now click here",0,5,8,0,0,14,8,0,0,1
Email,Meeting scheduled tomorrow,0,2,3,0,0,17,2,0,0,0
SMS,OTP for login is 445566,0,4,5,0,0,34,4,0,0,0
Email,Meeting scheduled tomorrow,2,1,10,0,0,42,5,0,0,0
WhatsApp,Family meeting at 6 PM,2,5,2,0,0,19,0,0,0,0
SMS,"Win ₹50,000 now click here",0,2,1,0,0,28,3,0,0,1
Website Review,Fake review buy now,3,6,2,0,0.25,45,0,3,748,1
Instagram,Amazing photography,1,3,13,3.7,0,5,0,0,1862,0
WhatsApp,Family meeting at 6 PM,2,2,1,0,0,19,0,0,0,0
Website Review,Fake review buy now,2,4,1,0,0.89,3,5,4,1414,1
Website Review,Best product ever highly recommended,0,2,9,0,0.83,1,1,5,1486,0
Email,Your account suspended click link,3,5,0,0,0,32,10,0,0,1
WhatsApp,Family meeting at 6 PM,0,2,9,0,0,18,0,0,0,0
YouTube,Very informative tutorial,0,6,4,0,0,28,5,0,1404,0
